Code Acte;N°;Désignation de la Prestation;Montant Global  TTC;"Montant pris en charge par l’entreprise (soit 80% TTC) plafonnés à 250;000;00DA TTC";Montant pris en charge par le bénéficiaire (soit 20% ou +  TTC);;
04TPC15050235;235;Hydrocèle bilatérale ;85000;68000;17000;;
04TPC15050236;236;Kyste du cordon spermatique ;60000;48000;12000;;
04TPC15050237;237;Kyste épididyme ;45000;36000;9000;;
04TPC15050238;238;Lithiase urétérale ;75000;60000;15000;;
04TPC15050239;239;Lithiase vésicale;90000;72000;18000;;
04TPC15050240;240;Maladie de la jonction pyélo-urérérale;135000;108000;27000;;
04TPC15050241;241;Méga-uretère ;145000;116000;29000;;
04TPC15050242;242;Rétrécissement de l’urètre au resecteur;110000;88000;22000;;
04TPC15050243;243;Rétrécissement de l’urètre chirurgical;150000;120000;30000;;
04TPC15050244;244;Tumeur de la voie excrétrice ;140000;112000;28000;;
04TPC15050245;245;Tumeur de vessie par résection endoscopique;130000;104000;26000;;
04TPC15050246;246;Tumeur rénale ;165000;132000;33000;;
04TPC15050247;247;Varicocèle;70000;56000;14000;;
04TPC15050248;248;Varicocèle sous Cœlioscopie;80000;64000;16000;;
04TPC15050249;249;Amygdales adulte;55000;44000;11000;;
04TPC15050250;250;Amygdales enfant;40000;32000;8000;;
04TPC15050251;251;Arcade zygomatique;40000;32000;8000;;
04TPC15050252;252;Autoplastie  microtie  ;320000;250000;70000;;
04TPC15050253;253;Dacryocystite;120000;96000;24000;;
04TPC15050254;254;Dents pathologiques;60000;48000;12000;;
04TPC15050255;255;Déviation de la cloison nasale  ;80000;64000;16000;;
04TPC15050256;256;Drain transtympanique;55000;44000;11000;;
04TPC15050257;257;Dysmorphoses  ;400000;250000;150000;;
04TPC15050258;258;Fentes labiale;110000;88000;22000;;
04TPC15050259;259;Fentes palatine;170000;136000;34000;;
04TPC15050260;260;Myringoplastie;80000;64000;16000;;
04TPC15050261;261;Oreilles décollées  ;70000;56000;14000;;
04TPC15050262;262;Parotidectomie ;150000;120000;30000;;
04TPC15050263;263;Réparation des paupières;140000;112000;28000;;
04TPC15050264;264;Polype nasale par voie endoscopique;110000;88000;22000;;
04TPC15050265;265;Réparation de cicatrices  compliquées;150000;120000;30000;;
04TPC15050266;266;Réparation de cicatrices  simples;50000;40000;10000;;
04TPC15050267;267;Rhinoplastie  ;150000;120000;30000;;
04TPC15050268;268;Séptoplastie  ;80000;64000;16000;;
04TPC15050269;269;Tumeurs des lèvres  ;110000;88000;22000;;
04TPC15050270;270;Tumeurs du cuir chevelu  ;30000;24000;6000;;
04TPC15050271;271;Tumeurs sous maxillaire  ;120000;96000;24000;;
04TPC15050272;272;Tumeurs cutanées  ;70000;56000;14000;;
04TPC15050273;273;Tumeurs cutanées  avec lambeau;150000;120000;30000;;
04TPC15050274;274;Végétations Adénoïdes         ;25000;20000;5000;;
04TPB15050275;275;Accouchement gémellaire avec épisiotomie;60000;48000;12000;;
04TPB15050276;276;Accouchement gémellaire normale ;55000;44000;11000;;
04TPB15050277;277;Accouchement gémellaire sous rachi-anesthésie;65000;52000;13000;;
04TPB15050278;278;Accouchement normal;45000;36000;9000;;
04TPB15050279;279;Accouchement normale avec épisio;50000;40000;10000;;
04TPB15050280;280;Accouchement sous rachi-anesthésie;55000;44000;11000;;
04TPB15050281;281;Accouchement sous rachi-anesthesie par forceps ;60000;48000;12000;;
04TPB15050282;282;Menace d'accouchement prématuré;15000;12000;3000;;
04TPB15050283;283;Menace d'avortement;15000;12000;3000;;
04TPB15050284;284;Mise en observation en hopital du jour;8000;6400;1600;;
04TPC15050285;285;Hospitalisation en réanimation sans intubation;25000;20000;5000;;
04TPC15050286;286;Hospitalisation en réanimation avec intubation;40000;32000;8000;;
04TPC15050287;287;Hospitalisation pour pathologie simple;15000;12000;3000;;
04TPC15050288;288;Hospitalisation pour pathologie compliquée;20000;16000;4000;;
04TPC15060001;1;ABCES SOUS HEPATIQUE;"131;000";104 800;"26;200";;
04TPC15060002;2;ABLATION DE MATERIEL;153 000;122 400;"30;600";;
04TPC15060003;3;ADENECTOMIE INGUINALE ;74 000;"59;200";"14;800";;
04TPC15060004;4;ADENODECTOMIE DES VOIES AERIENNES SUPERIEURES ;96 000;"76;800";"19;200";;
04TPC15060005;5;ADENOME DE LA PROSTATE;"213;000";170 400;42 600;;
04TPC15060006;6;AMYGDALE ADULTES;96 000;"76;800";"19;200";;
04TPC15060007;7;AMYGDALES ENFANTS;96 000;"76;800";"19;200";;
04TPC15060008;8;ANASTOMOSE BILIO-DIGESTIVE (CHOLEDOCO-DUODENALE OU CHOLEDOCO JEJUNALE;"196;000";"156;800";39 200;;
04TPC15060009;9;ANEVRYSME VEINEUX;174 000;139 200;"34;800";;
04TPC15060010;10;ANGIODYSPLASIE;174 000;139 200;"34;800";;
04TPC15060011;11;ARTHROSE  LOMBAIRE;"348;000";"250;000";"98;000";;
04TPC15060012;12;ARTICULATION : COMPLEXE;"262;000";209 600;52400;;
04TPC15060013;13;ARTICULATION : SIMPLE;174 000;139 200;"34;800";;
04TPC15060014;14;BARTHOLONITE;"87 000;00";69 600;17 400;;
04TPC15060015;15;BASSIN : FRACTURE COMPLEXE;414 000;250 000;164 000;;
04TPC15060016;16;BASSIN : FRACTURE SIMPLE;"338;000";250 000;88 000;;
04TPC15060017;17;BIOPSIE+EXERESE PARA VERTEBRALE;153 000;122 400;"30;600";;
04TPC15060018;18;CAL  VICIEUX DE  LA JAMBE ;174 000;139 200;"34;800";;
04TPC15060019;19;CAL  VICIEUX DU POIGNET;153 000;122 400;"30;600";;
04TPC15060020;20;CAL  VICIEUX DU RADIUS ;174 000;139 200;"34;800";;
04TPP15060021;21;CATARACTE + IMPLANT;96 000;"76;800";"19;200";;
04TPP15060022;22;CATARACTE SIMPLE;74 000;"59;200";"14;800";;
04TPB15060023;23;CERCLAGE ;"107;000";85 600;"21;400";;
04TPB15060024;24;CESARIENNE POUR GROSSESSE GEMELLAIRE;"131;000";104 800;"26;200";;
04TPB15060025;25;CESARIENNE PROPHYLACTIQUE;"107;000";85 600;"21;400";;
04TPB15060026;26;CESARIENNE SUR HTA ou DIABETE ;"196;000";"156;800";39 200;;
04TPP15060027;27;CHALAZION ETENDU OU MULTIPLE PAR FAKONIT;65 000;"52;000";13 000;;
04TPP15060028;28;CHALAZION NON ETENDU A L’IRIS;"45;000";"36;000";"9;000";;
04TPC15060029;29;CHIRURGIE DE L’ULCERE VARIQUEUX;"196;000";"156;800";39 200;;
04TPC15060030;30;CHIRURGIE DES MUSCLES OCULAIRES;"131;000";104 800;"26;200";;
04TPC15060031;31;CHIRURGIE ENDOVASCULAIRE AVEC STENT;"926;000";250 000;676 000;;
04TPC15060032;32;CHOLECYSTITE  AIGUE;"107;000";85 600;"21;400";;
04TPC15060033;33;CHOLEDOCOTOMIE (LVBP) IDEALE;"153;000";122 400;"30;600";;
04TPC15060034;34;COELIOCHIRURGIE (LITHIASE VESICULAIRE );174 000;139 200;"34;800";;
04TPC15060035;35;CORPS ETRANGER DE LA CUISSE;"131;000";104 800;"26;200";;
04TPC15060036;36;CROSSECTOMIE SAPHENE EXTERNE ;98 000;78 400;19 600;;
04TPC15060037;37;CROSSECTOMIE SAPHENE INTERNE ;98 000;78 400;19 600;;
04TPC15060038;38;CRYPTORCHIDIE;"131;000";104 800;"26;200";;
04TPC15060039;39;CURAGE GANGLIONNAIRE AXILLAIRE COMPLETANT UNE TUMORECTOMIE OU UNE MASTECTOMIE;"131;000";104 800;"26;200";;
04TPC15060040;40;CURAGE GANGLIONNAIRE POUR CANCER DE LA THYROÏDE : ARTERE CAROTIDE PRIMITIVE  +  ARTERE CAROTIDE INTERNE + ARTERE CAROTIDE EXTERNE   ;273000;218400;54600;;
04TPC15060041;41;CURETAGE BIOPSIQUE UTERIN ;"107;000";85 600;"21;400";;
04TPC15060042;42;CYSTECTOMIE ;349 000;250 000;99 000;;
04TPC15060043;43;DACRYO CYSTO LACRYMAL + SONDE;"153;000";122 400;30 600;;
04TPC15060044;44;DESOBSTRUCTION ARTERIELLE;"262;000";209 600;52 400;;
04TPC15060045;45;DEVIATION DE LA CLOISON NASALE ;"142;000";"113;600";"28;400";;
04TPC15060046;46;DIAPHANOSCLEROSE;87 000;69 600;17 400;;
04TPC15060047;47;EMPIERREMENT CHOLEDOCIEN;"131;000";104 800;"26;200";;
04TPC15060048;48;EVENTRATION + PLAQUE ;"196;000";"156;800";39 200;;
04TPC15060049;49;EVENTRATION PAR PLAQUE DE MERSUTURE;"131;000";104 800;"26;200";;
04TPC15060050;50;EVENTRATION PAR RAPHIE;"107;000";85 600;"21;400";;
04TPC15060051;51;EVENTRATION SIMPLE;74 000;"59;200";"14;800";;
04TPC15060052;52;EXERESE PARTIELLE DE L’UTERUS + ANNEXES LAISSANT EN PLACE LE COL UTERIN;174 000;139 200;"34;800";;
04TPC15060053;53;EXERESE TOTALE DE L’UTERUS + ANNEXES;"262;000";"209;600";"52;400";;
04TPC15060054;54;EXTRACTION DE PTERYGION UNIQUE  PAR FAKONIT ;65 000;"52;000";13 000;;
04TPC15060055;55;EXTRACTION PAR PHAKONIT AVEC IMP LANT SOUPLE  ( microphacoemulsification);"153;000";122 400;30 600;;
04TPC15060056;56;FIBROME UTERIN COMPLEXE;"196;000";"156;800";39 200;;
04TPC15060057;57;FISSURE ANALE;96 000;"76;800";"19;200";;
04TPC15060058;58;FISTULE ANALE COMPLEXE;"150;000";120 000;30 000;;
04TPC15060059;59;FISTULE ANALE SIMPLE;"107;000";85 600;"21;400";;
04TPC15060060;60;FISTULE BILO-DIGESTIVE;"131;000";104 800;"26;200";;
04TPC15060061;61;FISTULE MULTI-OPEREE;"196;000";"156;800";39 200;;
04TPC15060062;62;FRACTURE BI MALLEOLAIRE;"305;000";"244;000";61 000;;
04TPC15060063;63;FRACTURE DE LA CLAVICULE;174 000;139 200;"34;800";;
04TPC15060064;64;FRACTURE DE LA HANCHE + OSTEOSYNTHESE;414 000;250 000;164 200;;
04TPC15060065;65;FRACTURE DE LEPAULE ;"305;000";"244;000";61 000;;
04TPC15060066;66;FRACTURE DU COL DU FEMUR ;"338;000";250 000;"88;000";;
04TPC15060067;67;GANGLION DE LA CHAINE JUGULAIRE;74 000;"59;200";"14;800";;
04TPC15060068;68;GANGLION DE LA CHAINE JUGULO –CAROTIDIENNE;74 000;"59;200";"14;800";;
04TPC15060069;69;GOITRE AVEC PROTUBERANCE POSTERIEURE OU GOITRE PLONGEANT ;251 000;200 800;50 200;;
04TPC15060070;70;GYNECOMASTIE UNILATERALE;"100;000";"80;000";"20;000";;
04TPC15060071;71;HALLUX VALGUS ;153 000;122 400;"30;600";;
04TPC15060072;72;HEMORROÏDES;"107;000";85 600;"21;400";;
04TPC15060073;73;HERNIE + PROTHESE;174 000;139 200;"34;800";;
04TPC15060074;74;HERNIE CERVICALE;523 000;250 000;273 000;;
04TPC15060075;75;HERNIE CERVICALE + ARTHROSE;"654;000";250 000;4 04 000;;
04TPC15060076;76;HERNIE CERVICALE ETAGEE;741 000;250 000;4 91 000;;
04TPC15060077;77;HERNIE CRURALE ;"120;000";"96;000";"24;000";;
04TPC15060078;78;HERNIE DISCALE;"196;000";"156;800";39 200;;
04TPC15060079;79;HERNIE DISCALE + COMPRESSION MEDULLAIRE;"262;000";209 600;52 400;;
04TPC15060080;80;HERNIE DISCALE DOUBLE ETAGE;"251;000";200 800;50 200;;
04TPC15060081;81;HERNIE HIATALE;"196;000";"156;800";39 200;;
04TPC15060082;82;HERNIE INGUINO-SCROTALE;"118;000";94 400;23 600;;
04TPC15060083;83;HERNIE INGUNALE;"107;000";85 600;"21;400";;
04TPC15060084;84;HERNIE OMBILICALE ;96 000;"76;800";"19;200";;
04TPC15060085;85;HERNIE OMBILICALE AVEC PROTHESE;142 000;"113;600";"28;400";;
04TPC15060086;86;HERNIE OMBILICALE AYANT PERDU LE DROIT DE CITE;"107;000";85 600;"21;400";;
04TPC15060087;87;HYDROCELE;"80;000";"64;000";"16;000";;
04TPC15060088;88;HYDROCELE +VAGINALITE;"107;000";85 600;"21;400";;
04TPC15060089;89;HYDROCELE MONSTRUEUSE ;152 000;121 600;"30;400";;
04TPC15060090;90;INTESTIN-COLON : TUMEUR BENIGNE; 305 000; 244 000; 61 000;;
04TPC15060091;91;KYSTE ARTICULAIRE COMPLEXE ;"131;000";104 800;"26;200";;
04TPC15060092;92;KYSTE BILIAIRE;65 000;"52;000";13 000;;
04TPC15060093;93;KYSTE DE L’EPIDIDYME;109 000;87 200;21 800;;
04TPC15060094;94;KYSTE DE LA VESSIE;"180;000";"144;000";36 000;;
04TPC15060095;95;KYSTE DU CORDON;"100;000";"80;000";"20;000";;
04TPC15060096;96;KYSTE DU CORDON SPERMATIQUE;74 000;"59;200";"14;800";;
04TPC15060097;97;KYSTE DU MESENTERE;65 000;"52;000";13 000;;
04TPC15060098;98;KYSTE HYDATIQUE DU FOIE  COMPLEXE;"262;000";"209;600";"52;400";;
04TPC15060099;99;KYSTE HYDATIQUE DU FOIE  SIMPLE;"196;000";"156;800";39 200;;
04TPC15060100;100;KYSTE OVARIEN MULTIPLE;"120;000";"96;000";"24;000";;
04TPC15060101;101;KYSTE OVARIEN SIMPLE;"107;000";85 600;"21;400";;
04TPC15060102;102;KYSTE SEBACE;41 000;"32;800";"8;200";;
04TPC15060103;103;KYSTE SEBACE REMANIE AVEC RESECTION CUTANEE;96 000;"76;800";"19;200";;
04TPC15060104;104;KYSTE THYREOGLOSS;"153;000";122 400;"30;600";;
04TPC15060105;105;KYSTE UNIQUE DE LA PAUPIERE;"45;000";"36;000";"9;000";;
04TPC15060106;106;LIGAMENT CROISES ANTERIEURS;"272;000";217 600;54 400;;
04TPC15060107;107;LIGATURE DES TROMPES;"109;000";87 200;21 800;;
04TPC15060108;108;LIPODYSTROPHIE;"100;000";"80;000";"20;000";;
04TPC15060109;109;LIPODYSTROPHIE A COMPOSANTE VASCULAIRE ;96 000;"76;800";"19;200";;
04TPC15060110;110;LIPODYSTROPHIE DU COU ;"87;000";69 600;17 400;;
04TPC15060111;111;LIPOMATOSE;"120;000";"96;000";"24;000";;
04TPC15060112;112;LIPOSCULTURE;"207;000";165 600;"41;400";;
04TPC15060113;113;LITHIASE RENALE;207 000;"165;600";"41;400";;
04TPC15060114;114;LITHIASE SOUS MAXILLAIRE COMPLEXE;"131;000";104 800;"26;200";;
04TPC15060115;115;LITHIASE SOUS MAXILLAIRE SIMPLE ;"107;000";85 600;"21;400";;
04TPC15060116;116;LITHIASE URETERALE;"180;000";"144;000";36 000;;
04TPC15060117;117;LITHIASE VESICULAIRE;"131;000";104 800;"26;200";;
04TPC15060118;118;LUXATION  DE L’EPAULE ;"131;000";104 800;"26;200";;
04TPC15060119;119;MALADIE DE KLIPPEL TRENAUNAY;197 000;157 600;39 400;;
04TPC15060120;120;MALADIE DU COL VESICAL;207 000;"165;600";"41;400";;
04TPC15060121;121;MALADIE VARIQUEUSE;"107;000";85 600;"21;400";;
04TPC15060122;122;MALFORMATION VASCULAIRE;"196;000";"156;800";39 200;;
04TPC15060123;123;MASTECTOMIE;240 000;192000;48000;;
04TPC15060124;124;MEMBRE INFERIEUR : FEMUR– FRACTURE COMPLEXE;"305;000";"244;000";61 000;;
04TPC15060125;125;MEMBRE INFERIEUR : FEMUR– FRACTURE SIMPLE;"240;000";"192;000";"48;000";;
04TPC15060126;126;MEMBRE INFERIEUR : JAMBE – FRACTURE ;"262;000";209 600;52 400;;
04TPC15060127;127;MEMBRE INFERIEUR : JAMBE – FRACTURE COMPLEXE;"305;000";"244;000";61 000;;
04TPC15060128;128;MEMBRE INFERIEUR : PIED – FRACTURE COMPLEXE;"305;000";"244;000";61 000;;
04TPC15060129;129;MEMBRE INFERIEUR : PIED – FRACTURE SIMPLE;"196;000";"156;800";39 200;;
04TPC15060130;130;MEMBRE SUPERIEUR : FRACTURE COMPLEXE;"262;000";209 600;52 400;;
04TPC15060131;131;MEMBRE SUPERIEUR : FRACTURE SIMPLE;"196;000";"156;800";39 200;;
04TPC15060132;132;MEMBRE SUPERIEUR : PSEUDARTHROSE;"262;000";209 600;52 400;;
04TPC15060133;133;MENISQUE ;174 000;139 200;"34;800";;
04TPC15060134;134;MICROCHIRURGIE VASCULAIRE DES RETICULAIRES SAPHENE EXTERNE ;"109;000";87 200;21 800;;
04TPC15060135;135;MICROCHIRURGIE VASCULAIRE DES RETICULAIRES SSAPHENE INTERNE ;"131;000";104 800;"26;200";;
04TPC15060136;136;MICROPHLEBECTOMIE PRENANT LES BOYDS + LES DODDS;"131;000";104 800;"26;200";;
04TPC15060137;137;MICROPHLEBECTOMIE S/GONALE;89 000;71 200;17 800;;
04TPC15060138;138;NEPHRECTOMIE SIMPLE (HYPERTROPHIE);"180;000";"144;000";36 000;;
04TPC15060139;139;NEPHRECTOMIE TUMORALE;"240;000";"192;000";"48;000";;
04TPC15060140;140;NODULE DU SEIN EN DEHORS DE LA GLANDE;"107;000";85 600;"21;400";;
04TPC15060141;141;NODULE DU SEIN PRENANT LA GLANDE;"140;000";"112;000";"28;000";;
04TPC15060142;142;OCCLUSION + RESECTION INTESTINALE; 283 000; 226 400; 56 600;;
04TPC15060143;143;OCCLUSION AVEC BRIDE;"196;000";"156;800";39 200;;
04TPC15060144;144;ONGLE INCARNE +EXCROISSANCE;96 000;"76;800";"19;200";;
04TPC15060145;145;ONGLE INCARNE SIMPLE ;41 000;"32;800";"8;200";;
04TPC15060146;146;PARATHYROÏDE;174 000;139 200;"34;800";;
04TPC15060147;147;PATHOLOGIE DE LA JONCTION PELO-URETERALE;207 000;"165;600";"41;400";;
04TPC15060148;148;PHLEBITE EXTENSIVE DE LA SAPHENE EXTERNE ;174 000;139 200;"34;800";;
04TPC15060149;149;PHLEBITE EXTENSIVE DE LA SAPHENE INTERNE;"196;000";"156;800";39 200;;
04TPC15060150;150;PHLEBOTHROMBOSE;"107;000";85 600;"21;400";;
04TPC15060151;151;PIED CREUX ;"196;000";"156;800";39 200;;
04TPC15060152;152;PIED CREUX  TARSECTOMIE ANTERIEUR;"196;000";"156;800";39 200;;
04TPC15060153;153;POLY-KYSTE DE LA PAUPIERE;65 000;"52;000";13 000;;
04TPC15060154;154;POLYPE ANAL UNIQUE;"107;000";85 600;"21;400";;
04TPC15060155;155;POLYPE NASAL;"107;000";85 600;"21;400";;
04TPC15060156;156;POLYPES MULTIPLES;"153;000";122 400;30 600;;
04TPC15060157;157;PROLAPSUS DE LA MUQUEUSE ANALE ;"131;000";104 800;"26;200";;
04TPC15060158;158;PROLAPSUS PAR VOIE BASSE;"164;000";"131;200";32 800;;
04TPC15060159;159;PROTHESE TOTALE DE LA HANCHE;741 000;250 000;491 000;;
04TPC15060160;160;PSEUDARTHROSE DE LA JAMBE;"305;000";"244;000";61 000;;
04TPC15060161;161;PSEUDARTHROSE DU MEMBRE INFERIEUR;"305;000";"244;000";61 000;;
04TPC15060162;162;"RADIO FREQUENCE (HEMORROIDES; FISTULE ANALE; FISSURE ANALE) RAFAELO";"196;000";"156;800";39 200;;
04TPC15060163;163;RADIO FREQUENCE ET ULCERE VARIQUEUX ET DERMITE OCRE ;"262;000";209 600;52 400;;
04TPC15060164;164;RADIO FREQUENCE POUR TELANGIECTASIES ;"196;000";"156;800";39 200;;
04TPC15060165;165;REFECTION PARIETALE (EVENTRATION);"131;000";104 800;"26;200";;
04TPC15060166;166;REPRISE CHIRURGICALE SUR ECHEC DU STRIPPING (CHIRURGIE REEDUX);"196;000";"156;800";39 200;;
04TPC15060167;167;RESECTION ENDOSCOPIQUE LESION VESICALE;"251;000";200 800;50 200;;
04TPC15060168;168;RESECTION EPIPLOIQUE ;74 000;"59;200";"14;800";;
04TPC15060169;169;RHINOPLASTIE;"142;000";"113;600";"28;400";;
04TPC15060170;170;RUPTURE DU TENDON DACHILLE;174 000;139 200;"34;800";;
04TPC15060171;171;SEPTOPLASTIE;"142;000";"113;600";"28;400";;
04TPC15060172;172;SPLENECTOMIE POST TRAUMATIQUE;"131;000";104 800;"26;200";;
04TPC15060173;173;SPLENOMEGALIE : MALADIE DE BANTI;174 000;139 200;"34;800";;
04TPC15060174;174;TELANGIECTASIES;"107;000";85 600;"21;400";;
04TPC15060175;175;TELANGIECTASIES  SAPHENE INTERNE ET SAPHENE EXTERNE  GAUCHE ;230 000;184 000;46 000;;
04TPC15060176;176;TELANGIECTASIES SAPHENE INTERNE ET SAPHENE EXTERNE  DROITE;230 000;184 000;46 000;;
04TPC15060177;177;THROMBOSE HEMORROÏDAIRE;"118;000";94 400;23 600;;
04TPC15060178;178;THYROIDECTOMIE PARTIELLE ;142 000;"113;600";"28;400";;
04TPC15060179;179;THYROIDECTOMIE TOTALE ;"196;000";"156;800";39 200;;
04TPC15060180;180;TUMEUR BENIGNE DU TESTICULE;96 000;"76;800";"19;200";;
04TPC15060181;181;TUMEUR DU COL UTERIN;"196;000";"156;800";39 200;;
04TPC15060182;182;TUMORECTOMIE(SEIN);174 000;139 200;"34;800";;
04TPC15060183;183;UTERUS CLOISONNE;"196;000";"156;800";39 200;;
04TPC15060184;184;VARICOCELE;174 000;139 200;"34;800";;
04TPC15060185;185;UNE JOURNEE D'HOSPITALISATION;14 000 ;11 200;2 800;;
04TPC15060186;186;UNE JOURNEE DE REANIMATION;21 000;"16;800"; 4 200;;
04TPC15060187;187;UNE JOURNEE DE SOINS INTENSIFS;26 000;20 800;5 200;;
04TPI15060188;188;SCANNER SANS PRODUIT DE CONTRASTE ;20 000 ;"16;000";"4;000";;
04TPI15060189;189;SCANNER AVEC PRODUIT DE CONTRASTE ;"25;000";"20;000";"5;000";;
04TPC15070001;1;Abcès appendiculaire;110000;88000;22000;;
04TPC15070002;2;Abcès du sein;60000;48000;12000;;
04TPC15070003;3;Abcès du sein;60000;48000;12000;;
04TPC15070004;4;Abcès marge anale;90000;72000;18000;;
04TPC15070005;5;Abcès scrotale équivalent;95000;76000;19000;;
04TPC15070006;6;Appendicite;95000;76000;19000;;
04TPC15070007;7;Bartholinite;60000;48000;12000;;
04TPC15070008;8;Bartholinite;60000;48000;12000;;
04TPC15070009;9;bride intestinale ;110000;88000;22000;;
04TPC15070010;10;Cancer du côlon Droit;200000;160000;40000;;
04TPC15070011;11;Cancer du côlon gauche;260000;208000;52000;;
04TPB15070012;12;Cerclage du col ;60000;48000;12000;;
04TPB15070013;13;Césarienne;105000;84000;21000;;
04TPB15070014;14;Césarienne + grossesse gémellaire;110000;88000;22000;;
04TPB15070015;15;Césarienne + Ligature Des Trempes ;115000;92000;23000;;
04TPB15070016;16;Césarienne sur utérus cicatriciel;105000;84000;21000;;
04TPB15070017;17;Césarienne sur utérus cicatriciel + Ligature Des Trempes ;120000;96000;24000;;
04TPC15070018;18;Circoncision Adulte;45000;36000;9000;;
04TPC15070019;19;Circoncision Enfant Sous Anesthésie Générale ;35000;28000;7000;;
04TPC15070020;20;Circoncision Enfant Sous Anesthésie locale ;12000;9600;2400;;
04TPC15070021;21;Colectomie (maladie de crohn);200000;160000;40000;;
04TPC15070022;22;Colectomie segmentale;160000;128000;32000;;
04TPC15070023;23;Curetage biopsique ;75000;60000;15000;;
04TPC15070024;24;Curetage hémostatique;70000;56000;14000;;
04TPC15070025;25;Curetage mole;80000;64000;16000;;
04TPC15070026;26;Ectopie Adulte (castration);90000;72000;18000;;
04TPC15070027;27;Ectopie bilatérale de l'adulte;100000;80000;20000;;
